requests,PYTHON_LIBRARY
Beautiful Soup,PYTHON_LIBRARY
Beautifulsoup,PYTHON_LIBRARY
Beautifulsoup4,PYTHON_LIBRARY
Scrapy,PYTHON_LIBRARY
PyQuery,PYTHON_LIBRARY
Selenium,PYTHON_LIBRARY
Flask,PYTHON_LIBRARY
Django,PYTHON_LIBRARY
FastAPI,PYTHON_LIBRARY
Tornado,PYTHON_LIBRARY
Bottle,PYTHON_LIBRARY
CherryPy,PYTHON_LIBRARY
PyJWT,PYTHON_LIBRARY
Paramiko,PYTHON_LIBRARY
scrapy-splash,PYTHON_LIBRARY
httplib2,PYTHON_LIBRARY
